host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
t,flexible,f,1,Outer Richmond,37.77655,-122.50588,House,Private room,2,0,1,1,Real Bed,1,44,99.0,10.0,10.0,10.0,10.0,10.0,10.0,72.0
f,strict_14_with_grace_period,f,64,Russian Hill,37.80074,-122.42262,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
t,strict_14_with_grace_period,t,1,Noe Valley,37.74744,-122.43262,In-law,Entire home/apt,2,1,0,1,Real Bed,2,33,99.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0
f,strict_14_with_grace_period,f,1,Mission,37.76452,-12.24122,Loft,Entire home/apt,4,1,1,2,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,strict_14_with_grace_period,f,1,Bernal Heights,37.73379,-122.42568,House,Entire home/apt,6,2,3,3,Real Bed,5,2,100.0,10.0,10.0,10.0,9.0,8.0,7.0,100.0
t,moderate,f,3,Outer Sunset,37.76136,-12.24921,House,Private room,1,2,1,1,Real Bed,1,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,62.0
t,strict_14_with_grace_period,f,1,Bayview,37.73077,-12.23997,House,Private room,1,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,48.0
t,flexible,t,1,Excelsior,37.72872,-122.40812,House,Entire home/apt,9,2,4,4,Real Bed,1,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,399.0
t,strict_14_with_grace_period,t,5,Pacific Heights,37.78825,-122.44592,House,Private room,2,1,1,1,Real Bed,3,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
f,flexible,f,1,Mission,37.76284,-12.24253,Condominium,Entire home/apt,6,1,3,3,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,8.0,750.0
f,moderate,f,1,Marina,37.80218,-122.44124,Condominium,Private room,2,1,1,1,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,strict_14_with_grace_period,t,5,Pacific Heights,37.78956,-122.44705,House,Private room,2,1,1,1,Real Bed,3,17,99.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
f,flexible,f,1,Pacific Heights,37.79468,-12.24361,Apartment,Entire home/apt,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
f,strict_14_with_grace_period,f,33,Mission,37.74918,-122.41807,Condominium,Entire home/apt,8,3,4,4,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,378.0
f,moderate,f,1,Western Addition,37.77492,-122.43331,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
f,flexible,f,1,West of Twin Peaks,37.74188,-122.46344,Guest suite,Entire home/apt,2,1,0,1,Real Bed,3,7,97.0,10.0,10.0,10.0,10.0,9.0,9.0,112.0
f,flexible,t,5,Marina,37.80319,-122.43766,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,136.0
f,strict_14_with_grace_period,t,4,Nob Hill,37.79226,-122.40968,Townhouse,Private room,2,1,1,1,Real Bed,2,14,97.0,10.0,10.0,9.0,10.0,10.0,10.0,250.0
f,strict_14_with_grace_period,t,5,Marina,37.80361,-122.43781,Condominium,Entire home/apt,4,1,0,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,242.0
f,strict_14_with_grace_period,t,4,Nob Hill,37.79211,-122.40991,House,Private room,2,1,1,1,Real Bed,1,10,88.0,9.0,9.0,9.0,9.0,10.0,9.0,150.0
f,strict_14_with_grace_period,f,3,Bernal Heights,37.74516,-122.41938,House,Entire home/apt,6,2,2,3,Real Bed,2,9,98.0,10.0,10.0,9.0,9.0,10.0,9.0,299.0
f,strict_14_with_grace_period,f,64,Russian Hill,37.80172,-122.42283,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
f,flexible,f,1,Castro/Upper Market,37.76702,-122.43518,Guest suite,Entire home/apt,2,1,1,1,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
f,strict_14_with_grace_period,t,5,Chinatown,37.79495,-122.40772,Apartment,Private room,1,1,1,1,Real Bed,30,2,80.0,9.0,8.0,9.0,9.0,9.0,8.0,57.0
f,flexible,f,1,West of Twin Peaks,37.74236,-122.45425,Guest suite,Entire home/apt,2,1,1,2,Real Bed,1,23,97.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
f,flexible,f,1,Outer Mission,37.73102,-122.43889,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,strict_14_with_grace_period,f,64,Chinatown,37.79162,-122.40754,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,118.0
t,strict_14_with_grace_period,t,2,Castro/Upper Market,37.75804,-122.44041,Condominium,Private room,2,1,1,1,Real Bed,2,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
t,moderate,f,4,Inner Sunset,3.77571,-122.47448,House,Private room,2,1,1,1,Real Bed,4,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
t,moderate,f,3,Outer Sunset,37.76251,-122.49095,House,Private room,1,2,1,1,Real Bed,1,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
t,flexible,f,5,Excelsior,37.72601,-122.40891,House,Private room,2,1,1,1,Real Bed,30,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
t,flexible,f,5,Excelsior,37.72465,-122.41048,House,Private room,6,1,1,4,Real Bed,30,11,96.0,9.0,10.0,10.0,10.0,9.0,9.0,107.0
t,moderate,f,852,Haight Ashbury,37.77355,-122.45329,Condominium,Entire home/apt,6,2,3,3,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,244.0
t,moderate,f,852,Russian Hill,37.79832,-122.41076,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0
t,moderate,f,4,Inner Sunset,37.75713,-122.47397,House,Private room,1,1,1,1,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,500.0
f,moderate,f,483,Financial District,37.79255,-122.39295,Other,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
f,moderate,f,483,Financial District,37.79121,-122.39274,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
f,moderate,f,483,Financial District,37.79057,-122.39289,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
f,flexible,t,2,Outer Sunset,37.75013,-122.49093,House,Private room,2,1,1,1,Real Bed,1,43,95.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0
f,moderate,f,483,Financial District,37.79259,-122.39275,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
t,moderate,f,852,South of Market,37.77584,-122.41179,Condominium,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
t,moderate,f,852,Western Addition,37.78716,-122.42205,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
t,moderate,f,2,Western Addition,37.77476,-122.42608,Condominium,Private room,3,1,1,2,Real Bed,1,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
f,strict_14_with_grace_period,t,5,Chinatown,37.79402,-122.40762,Apartment,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,66.0
t,moderate,t,1,Inner Sunset,37.76574,-122.45702,House,Entire home/apt,6,2,3,3,Real Bed,2,35,99.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
f,flexible,t,1,Haight Ashbury,37.76914,-122.44029,House,Entire home/apt,6,3,3,3,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1000.0
f,flexible,t,1,Bernal Heights,37.74655,-122.40691,House,Private room,1,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
f,strict_14_with_grace_period,t,41,Downtown/Civic Center,37.79009,-12.24073,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
t,flexible,f,1,Parkside,37.74275,-122.48729,Apartment,Private room,2,1,1,1,Real Bed,1,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0
t,moderate,t,1,South of Market,37.77263,-122.40318,Apartment,Private room,2,1,1,2,Real Bed,1,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,moderate,f,483,Financial District,37.79059,-122.39245,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
f,moderate,f,1,Visitacion Valley,37.71066,-122.42027,House,Private room,2,1,1,1,Real Bed,2,14,94.0,10.0,9.0,10.0,9.0,9.0,9.0,75.0
t,moderate,f,1,Russian Hill,37.80099,-122.41211,Apartment,Entire home/apt,4,2,2,2,Real Bed,2,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
t,strict_14_with_grace_period,f,3,Mission,37.75691,-122.41302,Apartment,Entire home/apt,6,2,3,3,Real Bed,3,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,420.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78937,-122.41364,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78937,-122.41349,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,7,94.0,10.0,10.0,9.0,9.0,10.0,8.0,229.0
f,flexible,t,31,Mission,37.76204,-122.42506,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
f,strict_14_with_grace_period,f,1,South of Market,37.77102,-122.42263,Loft,Entire home/apt,3,1,1,1,Real Bed,3,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0
f,flexible,t,31,Mission,37.76292,-122.42582,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
f,moderate,f,1,Marina,37.79761,-122.42745,House,Entire home/apt,4,1,2,2,Real Bed,2,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,549.0
t,strict_14_with_grace_period,f,13,Western Addition,37.77782,-122.43794,Apartment,Entire home/apt,9,2,3,4,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,230.0
f,moderate,f,1,Mission,37.76383,-122.42355,Condominium,Entire home/apt,4,1,2,3,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,moderate,f,2,Ocean View,37.72082,-122.46345,House,Private room,2,1,1,1,Real Bed,30,2,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1500.0
t,moderate,t,3,Mission,37.74975,-122.41693,House,Private room,2,1,1,1,Real Bed,1,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,280.0
t,moderate,f,3,Outer Sunset,37.76215,-122.49063,House,Private room,1,2,1,1,Real Bed,1,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
t,moderate,f,1,Mission,37.74847,-12.24237,Apartment,Entire home/apt,3,1,1,2,Real Bed,2,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
f,flexible,f,1,Mission,37.76016,-122.42277,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
t,strict_14_with_grace_period,f,1,Western Addition,3.77871,-122.43275,House,Private room,2,1,1,1,Real Bed,3,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78789,-1.22413,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0,229.0
t,strict_14_with_grace_period,f,200,Downtown/Civic Center,37.78789,-122.41395,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,11,100.0,10.0,10.0,10.0,10.0,10.0,9.0,229.0
t,moderate,f,852,Potrero Hill,37.76301,-122.38885,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,218.0
t,moderate,f,852,Potrero Hill,37.76161,-122.38946,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,80.0,10.0,10.0,10.0,8.0,10.0,8.0,218.0
t,moderate,f,852,Potrero Hill,37.76329,-122.38868,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,218.0
f,flexible,f,33,Presidio Heights,37.78717,-122.45139,Loft,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,113.0
t,moderate,f,852,Western Addition,37.78213,-122.44274,House,Entire home/apt,4,2,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,208.0
t,strict_14_with_grace_period,f,4,Castro/Upper Market,37.76841,-122.42801,Apartment,Private room,3,1,2,2,Real Bed,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,251.0
t,moderate,t,3,Parkside,37.74034,-122.47967,House,Private room,4,1,1,3,Real Bed,1,41,97.0,10.0,10.0,10.0,10.0,9.0,9.0,98.0
f,flexible,t,2,Lakeshore,37.71561,-122.49871,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
t,moderate,f,1,Outer Richmond,37.78447,-122.48237,Apartment,Entire home/apt,6,1,3,5,Real Bed,2,45,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,moderate,f,1,Potrero Hill,37.76046,-122.39565,House,Private room,2,1,1,1,Real Bed,3,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
t,moderate,f,2,Outer Sunset,37.74706,-122.49182,House,Entire home/apt,8,3,4,5,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,549.0
f,strict_14_with_grace_period,t,6,Parkside,37.74318,-122.49908,House,Private room,2,1,1,1,Real Bed,1,29,88.0,10.0,9.0,10.0,9.0,9.0,9.0,72.0
t,moderate,f,1,Bernal Heights,37.73848,-122.41729,Guest suite,Entire home/apt,2,1,0,1,Real Bed,1,58,100.0,10.0,10.0,10.0,10.0,10.0,10.0,108.0
f,flexible,f,3,Bayview,3.77327,-122.39122,Condominium,Private room,2,1,1,1,Real Bed,1,3,100.0,10.0,10.0,10.0,9.0,9.0,10.0,150.0
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.76104,-122.44645,House,Entire home/apt,2,2,1,1,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,moderate,t,1,Western Addition,37.77149,-122.42872,Apartment,Private room,2,1,1,1,Real Bed,1,44,95.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
f,strict_14_with_grace_period,t,5,Ocean View,37.72315,-122.45635,House,Private room,2,1,1,1,Real Bed,1,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,49.0
t,moderate,f,1,Outer Mission,37.73287,-12.24377,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,7,97.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
f,flexible,f,6,Nob Hill,37.79244,-122.41942,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,strict_14_with_grace_period,t,5,Ocean View,37.72189,-122.45646,House,Private room,4,2,1,2,Real Bed,1,12,93.0,10.0,9.0,10.0,10.0,9.0,10.0,56.0
t,strict_14_with_grace_period,f,4,Inner Richmond,37.77882,-122.46066,House,Private room,3,2,1,3,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
f,flexible,t,439,South of Market,37.78147,-122.39603,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0
t,moderate,t,1,Mission,37.75186,-12.24033,Apartment,Private room,2,1,1,1,Real Bed,30,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0,131.0
f,strict_14_with_grace_period,t,4,South of Market,37.77604,-12.24082,Apartment,Entire home/apt,2,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
f,strict_14_with_grace_period,t,1,Pacific Heights,37.79088,-122.42277,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,10,90.0,10.0,9.0,10.0,10.0,10.0,9.0,156.0
f,strict_14_with_grace_period,t,4,South of Market,37.77634,-122.40798,Apartment,Entire home/apt,2,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
t,flexible,f,2,Outer Sunset,37.76033,-122.50762,Apartment,Private room,2,1,1,1,Real Bed,2,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0
f,moderate,f,2,North Beach,37.79981,-122.40621,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
f,strict_14_with_grace_period,t,41,Downtown/Civic Center,37.79023,-122.40792,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
t,flexible,t,2,Mission,37.75302,-122.40478,Apartment,Private room,1,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
t,flexible,t,2,Haight Ashbury,3.77721,-122.43856,Apartment,Entire home/apt,6,2,2,3,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
t,moderate,f,852,South of Market,37.77042,-122.41769,Condominium,Entire home/apt,4,2,2,2,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,201.0
t,flexible,t,3,Haight Ashbury,37.77605,-12.24398,Apartment,Private room,1,1,1,1,Real Bed,2,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0
t,moderate,f,852,Mission,37.76879,-122.42402,House,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,176.0
f,moderate,f,1,Bernal Heights,37.74425,-122.41208,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
f,strict_14_with_grace_period,f,1,Western Addition,37.78863,-122.42909,Condominium,Entire home/apt,4,2,2,2,Real Bed,3,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0
t,moderate,f,2,Mission,37.75038,-122.41401,Condominium,Private room,3,1,1,1,Real Bed,1,41,98.0,10.0,10.0,10.0,10.0,10.0,9.0,85.0
f,strict_14_with_grace_period,f,34,Castro/Upper Market,37.76206,-122.43162,House,Private room,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,strict_14_with_grace_period,f,34,Castro/Upper Market,37.76269,-122.43179,House,Shared room,3,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
t,moderate,t,3,Parkside,37.74151,-122.47972,House,Private room,3,2,1,1,Real Bed,1,29,95.0,10.0,10.0,10.0,9.0,9.0,9.0,128.0
f,strict_14_with_grace_period,t,3,North Beach,37.79919,-122.40207,House,Private room,2,1,1,1,Real Bed,1,39,94.0,9.0,10.0,10.0,10.0,10.0,9.0,199.0
f,flexible,f,43,Nob Hill,37.79139,-122.41775,House,Shared room,1,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,33.0
t,moderate,f,3,Western Addition,3.77786,-122.44244,Condominium,Private room,3,1,2,3,Real Bed,3,2,100.0,9.0,10.0,10.0,10.0,10.0,8.0,450.0
t,moderate,f,2,Western Addition,37.77406,-122.42604,Condominium,Private room,2,1,1,1,Real Bed,1,1,80.0,8.0,8.0,8.0,8.0,8.0,8.0,135.0
t,flexible,f,9,Ocean View,37.71305,-122.46499,House,Entire home/apt,4,1,2,2,Real Bed,90,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0
t,strict_14_with_grace_period,f,3,Noe Valley,37.75368,-12.24272,Condominium,Private room,3,1,1,3,Real Bed,1,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0
f,strict_14_with_grace_period,f,1,Inner Sunset,37.76378,-122.46581,Apartment,Entire home/apt,5,1,2,2,Real Bed,2,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,365.0
f,strict_14_with_grace_period,f,34,Castro/Upper Market,37.76351,-122.43059,House,Private room,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
f,flexible,t,439,Financial District,37.78499,-122.39831,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,264.0
f,strict_14_with_grace_period,f,6,Haight Ashbury,37.75903,-122.45105,Apartment,Entire home/apt,1,1,0,1,Real Bed,1,11,95.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0
f,flexible,t,1,Nob Hill,37.79252,-122.41646,House,Entire home/apt,2,1,0,2,Real Bed,5,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,flexible,f,1,Castro/Upper Market,37.75881,-122.44118,House,Entire home/apt,5,2,3,3,Real Bed,2,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,moderate,t,2,Russian Hill,3.77986,-122.41804,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
f,strict_14_with_grace_period,t,1,Castro/Upper Market,37.76163,-122.43164,Condominium,Entire home/apt,6,2,2,3,Real Bed,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,999.0
t,moderate,f,1,Bernal Heights,37.73545,-122.42527,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
f,moderate,f,2,Russian Hill,37.79715,-122.41905,Condominium,Entire home/apt,5,1,2,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
t,moderate,t,4,Pacific Heights,37.79672,-122.42452,Condominium,Private room,2,1,1,1,Real Bed,5,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1000.0
t,moderate,t,3,Parkside,3.77419,-122.48004,House,Private room,2,1,1,2,Real Bed,1,33,95.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
f,moderate,f,2,Haight Ashbury,37.76674,-122.44835,Apartment,Private room,2,1,1,1,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
t,strict_14_with_grace_period,f,1,Bernal Heights,37.74376,-122.42229,Condominium,Entire home/apt,6,1,3,3,Real Bed,30,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
f,strict_14_with_grace_period,f,63,Outer Mission,3.77088,-122.45527,House,Shared room,2,1,1,2,Real Bed,30,5,76.0,6.0,7.0,9.0,9.0,8.0,8.0,38.0
f,moderate,t,1,Mission,37.75094,-122.40673,Apartment,Entire home/apt,6,2,2,2,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
f,strict_14_with_grace_period,f,6,Parkside,37.74498,-122.49786,House,Private room,2,1,1,1,Real Bed,1,21,92.0,10.0,10.0,10.0,10.0,10.0,10.0,78.0
f,moderate,f,1,Bayview,37.73098,-122.39393,Guest suite,Entire home/apt,2,1,0,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0
t,flexible,t,1,Western Addition,37.78053,-122.44022,House,Private room,2,1,1,1,Real Bed,2,14,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
t,moderate,f,2,Glen Park,37.74076,-122.43044,House,Entire home/apt,2,1,1,1,Real Bed,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,moderate,t,2,Mission,37.76326,-122.42231,Guest suite,Entire home/apt,2,1,0,1,Real Bed,4,5,92.0,10.0,10.0,10.0,10.0,10.0,8.0,500.0
t,flexible,t,2,Ocean View,37.72641,-122.46813,House,Private room,1,1,1,1,Real Bed,2,7,89.0,10.0,9.0,10.0,10.0,10.0,9.0,65.0
t,moderate,f,3,Lakeshore,37.73366,-122.47549,House,Private room,2,1,1,1,Real Bed,1,21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
t,moderate,t,1,Mission,37.75632,-122.40868,Guest suite,Entire home/apt,6,1,2,4,Real Bed,1,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
f,flexible,t,439,South of Market,37.77557,-12.23898,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,281.0
f,strict_14_with_grace_period,f,67,Downtown/Civic Center,37.78865,-122.41148,Hotel,Private room,4,1,0,2,Real Bed,1,3,100.0,10.0,9.0,10.0,10.0,10.0,8.0,220.0
t,strict_14_with_grace_period,f,1,Noe Valley,0.37753,-122.42859,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
t,strict,f,852,Ocean View,37.70876,-122.46159,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0
t,moderate,t,2,Ocean View,37.71786,-122.44935,House,Private room,4,1,2,2,Real Bed,2,6,97.0,9.0,10.0,9.0,9.0,9.0,10.0,150.0
f,flexible,t,1,South of Market,37.77994,-122.41054,Condominium,Private room,1,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,6.0,10.0,79.0
t,moderate,f,852,Noe Valley,37.75277,-122.43154,House,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,218.0
f,moderate,t,1,West of Twin Peaks,37.73594,-122.45845,House,Entire home/apt,6,2,3,4,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,256.0
t,moderate,t,1,Haight Ashbury,37.77075,-122.44944,Townhouse,Private room,2,1,1,1,Real Bed,3,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0
f,flexible,t,1,North Beach,37.80143,-122.40527,Apartment,Entire home/apt,4,1,2,2,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
f,flexible,f,3,Mission,37.76646,-122.41749,Townhouse,Private room,2,1,1,1,Real Bed,4,4,100.0,10.0,10.0,9.0,10.0,9.0,10.0,150.0
f,flexible,t,1,Western Addition,3.77765,-122.43584,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
